Date,Caption,Subcaption
5/14/2017 3:00,Present weather reported from a manned weather station,Haze
5/14/2017 6:00,Present weather reported from a manned weather station,Haze
5/14/2017 9:00,Present weather reported from a manned weather station,Haze
5/14/2017 12:00,Present weather reported from a manned weather station,Haze
5/14/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 05/14/2017 15:00 UTC 
5/14/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 05/14/2017 18:00 UTC 
5/14/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 05/14/2017 21:00 UTC 
5/15/2017 0:00,Present weather reported from a manned weather station,Haze
5/15/2017 3:00,Present weather reported from a manned weather station,Haze
5/15/2017 6:00,Present weather reported from a manned weather station,Haze
5/15/2017 9:00,Present weather reported from a manned weather station,Haze
5/15/2017 12:00,Present weather reported from a manned weather station,Haze
5/15/2017 15:00,Present weather reported from a manned weather station,Haze
5/15/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 05/15/2017 18:00 UTC 
5/15/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 05/15/2017 21:00 UTC 
5/16/2017 0:00,Present weather reported from a manned weather station,Haze
5/16/2017 3:00,Present weather reported from a manned weather station,Haze
5/16/2017 6:00,Present weather reported from a manned weather station,Haze
5/16/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
5/16/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 05/16/2017 15:00 UTC 
5/16/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/16/2017 18:00 UTC 
5/16/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 05/16/2017 21:00 UTC 
5/17/2017 0:00,Present weather reported from a manned weather station,Haze
5/17/2017 3:00,Present weather reported from a manned weather station,Haze
5/17/2017 6:00,Present weather reported from a manned weather station,Haze
5/17/2017 9:00,Present weather reported from a manned weather station,Haze
5/17/2017 12:00,Present weather reported from a manned weather station,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation"
5/17/2017 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/17/2017 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/17/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/17/2017 21:00 UTC 
5/18/2017 0:00,Present weather reported from a manned weather station,Haze
5/18/2017 3:00,Present weather reported from a manned weather station,Haze
5/18/2017 6:00,Present weather reported from a manned weather station,Haze
5/18/2017 9:00,Present weather reported from a manned weather station,Haze
5/18/2017 12:00,Present weather reported from a manned weather station,Haze
5/18/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/18/2017 15:00 UTC 
5/18/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/18/2017 18:00 UTC 
5/18/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/18/2017 21:00 UTC 
5/19/2017 3:00,Present weather reported from a manned weather station,Haze
5/19/2017 6:00,Present weather reported from a manned weather station,Haze
5/19/2017 9:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
5/19/2017 12:00,Present weather reported from a manned weather station,Haze
5/19/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/19/2017 15:00 UTC 
5/19/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/19/2017 18:00 UTC 
5/19/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/19/2017 21:00 UTC 
5/20/2017 0:00,Present weather reported from a manned weather station,Haze
5/20/2017 3:00,Present weather reported from a manned weather station,Haze
5/20/2017 6:00,Present weather reported from a manned weather station,Haze
5/20/2017 9:00,Present weather reported from a manned weather station,Haze
5/20/2017 12:00,Present weather reported from a manned weather station,Haze
5/20/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 05/20/2017 15:00 UTC 
5/20/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/20/2017 18:00 UTC 
5/20/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/20/2017 21:00 UTC 
5/21/2017 0:00,Present weather reported from a manned weather station,Haze
5/21/2017 3:00,Present weather reported from a manned weather station,Haze
5/21/2017 6:00,Present weather reported from a manned weather station,Haze
5/21/2017 9:00,Present weather reported from a manned weather station,Thunderstorm (with or without precipitation) at the station during the preceding hour but no at the time of observation
5/21/2017 12:00,Present weather reported from a manned weather station,Haze
5/21/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/21/2017 15:00 UTC 
5/21/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/21/2017 18:00 UTC 
5/21/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 05/21/2017 21:00 UTC 
5/22/2017 0:00,Present weather reported from a manned weather station,Haze
5/22/2017 3:00,Present weather reported from a manned weather station,Haze
5/22/2017 6:00,Present weather reported from a manned weather station,Haze
5/22/2017 9:00,Present weather reported from a manned weather station,Haze
5/22/2017 12:00,Present weather reported from a manned weather station,Haze
5/22/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/22/2017 15:00 UTC 
5/22/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/22/2017 18:00 UTC 
5/22/2017 21:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
5/23/2017 0:00,Present weather reported from a manned weather station,Haze
5/23/2017 3:00,Present weather reported from a manned weather station,Haze
5/23/2017 6:00,Present weather reported from a manned weather station,Haze
5/23/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
5/23/2017 12:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
5/23/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/23/2017 15:00 UTC 
5/23/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/23/2017 18:00 UTC 
5/23/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/23/2017 21:00 UTC 
5/24/2017 0:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
5/24/2017 3:00,Present weather reported from a manned weather station,Haze
5/24/2017 6:00,Present weather reported from a manned weather station,Haze
5/24/2017 9:00,Present weather reported from a manned weather station,Haze
5/24/2017 12:00,Present weather reported from a manned weather station,Haze
5/24/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/24/2017 15:00 UTC 
5/24/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 05/24/2017 18:00 UTC 
5/24/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/24/2017 21:00 UTC 
5/25/2017 0:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
5/25/2017 3:00,Present weather reported from a manned weather station,Haze
5/25/2017 6:00,Present weather reported from a manned weather station,Haze
5/25/2017 9:00,Present weather reported from a manned weather station,Haze
5/25/2017 12:00,Present weather reported from a manned weather station,Haze
5/25/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/25/2017 15:00 UTC 
5/25/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/25/2017 18:00 UTC 
5/25/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/25/2017 21:00 UTC 
5/26/2017 0:00,Present weather reported from a manned weather station,Haze
5/26/2017 3:00,Present weather reported from a manned weather station,Haze
5/26/2017 6:00,Present weather reported from a manned weather station,Haze
5/26/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
5/26/2017 12:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
5/26/2017 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/26/2017 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/26/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/26/2017 21:00 UTC 
5/27/2017 0:00,Present weather reported from a manned weather station,Haze
5/27/2017 3:00,Present weather reported from a manned weather station,Haze
5/27/2017 6:00,Present weather reported from a manned weather station,Haze
5/27/2017 9:00,Present weather reported from a manned weather station,Haze
5/27/2017 12:00,Present weather reported from a manned weather station,Thunderstorm (with or without precipitation) at the station during the preceding hour but no at the time of observation
5/27/2017 15:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
5/27/2017 18:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
5/27/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/27/2017 21:00 UTC 
5/28/2017 0:00,Present weather reported from a manned weather station,Haze
5/28/2017 3:00,Present weather reported from a manned weather station,Haze
5/28/2017 6:00,Present weather reported from a manned weather station,Haze
5/28/2017 9:00,Present weather reported from a manned weather station,Haze
5/28/2017 12:00,Present weather reported from a manned weather station,Haze
5/28/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/28/2017 15:00 UTC 
5/28/2017 18:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
5/28/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 05/28/2017 21:00 UTC 
5/29/2017 0:00,Present weather reported from a manned weather station,Haze
5/29/2017 3:00,Present weather reported from a manned weather station,Haze
5/29/2017 6:00,Present weather reported from a manned weather station,Haze
5/29/2017 9:00,Present weather reported from a manned weather station,Haze
5/29/2017 12:00,Present weather reported from a manned weather station,Haze
5/29/2017 15:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
5/29/2017 18:00,Present weather reported from a manned weather station,"Thunderstorm, but no precipitation at the time of observation"
5/29/2017 21:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/30/2017 0:00,Present weather reported from a manned weather station,Haze
5/30/2017 3:00,Present weather reported from a manned weather station,Haze
5/30/2017 6:00,Present weather reported from a manned weather station,Haze
5/30/2017 9:00,Present weather reported from a manned weather station,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation"
5/30/2017 12:00,Present weather reported from a manned weather station,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation"
5/30/2017 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/30/2017 18:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/30/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/30/2017 21:00 UTC 
5/31/2017 3:00,Present weather reported from a manned weather station,Haze
5/31/2017 6:00,Present weather reported from a manned weather station,Haze
5/31/2017 9:00,Present weather reported from a manned weather station,Haze
5/31/2017 12:00,Present weather reported from a manned weather station,Haze
5/31/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 05/31/2017 15:00 UTC 
5/31/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/31/2017 18:00 UTC 
5/31/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/31/2017 21:00 UTC 
6/1/2017 0:00,Present weather reported from a manned weather station,Haze
6/1/2017 3:00,Present weather reported from a manned weather station,Haze
6/1/2017 6:00,Present weather reported from a manned weather station,Haze
6/1/2017 9:00,Present weather reported from a manned weather station,Haze
6/1/2017 12:00,Present weather reported from a manned weather station,Haze
6/1/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/01/2017 15:00 UTC 
6/1/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/01/2017 18:00 UTC 
6/1/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/01/2017 21:00 UTC 
6/2/2017 0:00,Present weather reported from a manned weather station,Haze
6/2/2017 3:00,Present weather reported from a manned weather station,Haze
6/2/2017 6:00,Present weather reported from a manned weather station,Haze
6/2/2017 9:00,Present weather reported from a manned weather station,Haze
6/2/2017 12:00,Present weather reported from a manned weather station,Haze
6/2/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/02/2017 15:00 UTC 
6/2/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/02/2017 18:00 UTC 
6/2/2017 21:00,No WW data. Ogimet extension,Broken. Dawn. At 06/02/2017 21:00 UTC 
6/3/2017 0:00,Present weather reported from a manned weather station,Haze
6/3/2017 3:00,Present weather reported from a manned weather station,Haze
6/3/2017 6:00,Present weather reported from a manned weather station,Haze
6/3/2017 9:00,Present weather reported from a manned weather station,Haze
6/3/2017 12:00,Present weather reported from a manned weather station,Haze
6/3/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/03/2017 15:00 UTC 
6/3/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/03/2017 18:00 UTC 
6/3/2017 21:00,No WW data. Ogimet extension,Cumulonimbus. Dawn. At 06/03/2017 21:00 UTC 
6/4/2017 0:00,Present weather reported from a manned weather station,Haze
6/4/2017 3:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
6/4/2017 6:00,Present weather reported from a manned weather station,Haze
6/4/2017 9:00,Present weather reported from a manned weather station,Haze
6/4/2017 12:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
6/4/2017 15:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
6/4/2017 18:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
6/4/2017 21:00,Present weather reported from a manned weather station,Thunderstorm (with or without precipitation) at the station during the preceding hour but no at the time of observation
6/5/2017 0:00,Present weather reported from a manned weather station,Haze
6/5/2017 3:00,Present weather reported from a manned weather station,Haze
6/5/2017 6:00,Present weather reported from a manned weather station,Haze
6/5/2017 9:00,Present weather reported from a manned weather station,Haze
6/5/2017 12:00,Present weather reported from a manned weather station,Haze
6/5/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/05/2017 15:00 UTC 
6/5/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/05/2017 18:00 UTC 
6/5/2017 21:00,No WW data. Ogimet extension,Overcast. Dawn. At 06/05/2017 21:00 UTC 
6/6/2017 0:00,Present weather reported from a manned weather station,Haze
6/6/2017 3:00,Present weather reported from a manned weather station,Haze
6/6/2017 6:00,Present weather reported from a manned weather station,Haze
6/6/2017 9:00,Present weather reported from a manned weather station,Thunderstorm (with or without precipitation) at the station during the preceding hour but no at the time of observation
6/6/2017 12:00,Present weather reported from a manned weather station,Haze
6/6/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/06/2017 15:00 UTC 
6/6/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/06/2017 18:00 UTC 
6/6/2017 21:00,No WW data. Ogimet extension,Overcast. Dawn. At 06/06/2017 21:00 UTC 
6/7/2017 0:00,Present weather reported from a manned weather station,Haze
6/7/2017 3:00,Present weather reported from a manned weather station,Haze
6/7/2017 6:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
6/7/2017 9:00,Present weather reported from a manned weather station,"Rain, not freezing, continuous, moderate at time of observation"
6/7/2017 12:00,Present weather reported from a manned weather station,Haze
6/7/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/07/2017 15:00 UTC 
6/7/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/07/2017 18:00 UTC 
6/7/2017 21:00,No WW data. Ogimet extension,Overcast. Dawn. At 06/07/2017 21:00 UTC 
6/8/2017 0:00,Present weather reported from a manned weather station,Haze
6/8/2017 3:00,Present weather reported from a manned weather station,Haze
6/8/2017 6:00,Present weather reported from a manned weather station,Haze
6/8/2017 9:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
6/8/2017 12:00,Present weather reported from a manned weather station,Haze
6/8/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/08/2017 15:00 UTC 
6/8/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/08/2017 18:00 UTC 
6/8/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/08/2017 21:00 UTC 
6/9/2017 0:00,Present weather reported from a manned weather station,Haze
6/9/2017 3:00,Present weather reported from a manned weather station,Haze
6/9/2017 6:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
6/9/2017 9:00,Present weather reported from a manned weather station,"Rain, not freezing, continuous, moderate at time of observation"
6/9/2017 12:00,Present weather reported from a manned weather station,Haze
6/9/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/09/2017 15:00 UTC 
6/9/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/09/2017 18:00 UTC 
6/9/2017 21:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
6/10/2017 0:00,Present weather reported from a manned weather station,Haze
6/10/2017 3:00,Present weather reported from a manned weather station,"Rain, not freezing, continuous, slight at time of observation"
6/10/2017 6:00,Present weather reported from a manned weather station,Haze
6/10/2017 9:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
6/10/2017 12:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
6/10/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/10/2017 15:00 UTC 
6/10/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/10/2017 18:00 UTC 
6/10/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/10/2017 21:00 UTC 
6/11/2017 0:00,Present weather reported from a manned weather station,Haze
6/11/2017 3:00,Present weather reported from a manned weather station,Haze
6/11/2017 6:00,Present weather reported from a manned weather station,"Rain, not freezing, continuous, heavy at time of observation"
6/11/2017 9:00,Present weather reported from a manned weather station,Haze
6/11/2017 12:00,Present weather reported from a manned weather station,Haze
6/11/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/11/2017 15:00 UTC 
6/11/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/11/2017 18:00 UTC 
6/11/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/11/2017 21:00 UTC 
6/12/2017 0:00,Present weather reported from a manned weather station,Haze
6/12/2017 3:00,Present weather reported from a manned weather station,Haze
6/12/2017 6:00,Present weather reported from a manned weather station,Haze
6/12/2017 9:00,Present weather reported from a manned weather station,Haze
6/12/2017 12:00,Present weather reported from a manned weather station,Haze
6/12/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/12/2017 15:00 UTC 
6/12/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/12/2017 18:00 UTC 
6/12/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/12/2017 21:00 UTC 
6/13/2017 0:00,Present weather reported from a manned weather station,Haze
6/13/2017 3:00,Present weather reported from a manned weather station,Haze
6/13/2017 6:00,Present weather reported from a manned weather station,Haze
6/13/2017 9:00,Present weather reported from a manned weather station,Haze
6/13/2017 12:00,Present weather reported from a manned weather station,Haze
6/13/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/13/2017 15:00 UTC 
6/13/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/13/2017 18:00 UTC 
6/13/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/13/2017 21:00 UTC 
6/14/2017 0:00,Present weather reported from a manned weather station,Haze
6/14/2017 3:00,Present weather reported from a manned weather station,Haze
6/14/2017 6:00,Present weather reported from a manned weather station,Haze
6/14/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
6/14/2017 12:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
6/14/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/14/2017 15:00 UTC 
6/14/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/14/2017 18:00 UTC 
6/14/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/14/2017 21:00 UTC 
6/15/2017 0:00,Present weather reported from a manned weather station,"Thunderstorm, heavy, with hail at time of observation"
6/15/2017 3:00,Present weather reported from a manned weather station,Haze
6/15/2017 6:00,Present weather reported from a manned weather station,Haze
6/15/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
6/15/2017 12:00,Present weather reported from a manned weather station,Haze
6/15/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/15/2017 15:00 UTC 
6/15/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/15/2017 18:00 UTC 
6/15/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/15/2017 21:00 UTC 
6/16/2017 0:00,Present weather reported from a manned weather station,Haze
6/16/2017 3:00,Present weather reported from a manned weather station,Haze
6/16/2017 6:00,Present weather reported from a manned weather station,Haze
6/16/2017 9:00,Present weather reported from a manned weather station,Haze
6/16/2017 12:00,Present weather reported from a manned weather station,Haze
6/16/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/16/2017 15:00 UTC 
6/16/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/16/2017 18:00 UTC 
6/16/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/16/2017 21:00 UTC 
6/17/2017 0:00,Present weather reported from a manned weather station,Haze
6/17/2017 3:00,Present weather reported from a manned weather station,Haze
6/17/2017 6:00,Present weather reported from a manned weather station,Haze
6/17/2017 9:00,Present weather reported from a manned weather station,Haze
6/17/2017 12:00,Present weather reported from a manned weather station,Haze
6/17/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/17/2017 15:00 UTC 
6/17/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/17/2017 18:00 UTC 
6/17/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/17/2017 21:00 UTC 
6/18/2017 0:00,Present weather reported from a manned weather station,Haze
6/18/2017 3:00,Present weather reported from a manned weather station,Haze
6/18/2017 6:00,Present weather reported from a manned weather station,Haze
6/18/2017 9:00,Present weather reported from a manned weather station,Haze
6/18/2017 12:00,Present weather reported from a manned weather station,Haze
6/18/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/18/2017 15:00 UTC 
6/18/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/18/2017 18:00 UTC 
6/18/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/18/2017 21:00 UTC 
6/19/2017 0:00,Present weather reported from a manned weather station,Haze
6/19/2017 3:00,Present weather reported from a manned weather station,Haze
6/19/2017 6:00,Present weather reported from a manned weather station,Haze
6/19/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
6/19/2017 12:00,Present weather reported from a manned weather station,Haze
6/19/2017 15:00,No WW data. Ogimet extension,Sky clear. Night. At 06/19/2017 15:00 UTC 
6/19/2017 18:00,No WW data. Ogimet extension,Sky clear. Night. At 06/19/2017 18:00 UTC 
6/19/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/19/2017 21:00 UTC 
6/20/2017 0:00,Present weather reported from a manned weather station,Haze
6/20/2017 3:00,Present weather reported from a manned weather station,Haze
6/20/2017 6:00,Present weather reported from a manned weather station,Haze
6/20/2017 9:00,Present weather reported from a manned weather station,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation"
6/20/2017 12:00,Present weather reported from a manned weather station,Haze
6/20/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/20/2017 15:00 UTC 
6/20/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/20/2017 18:00 UTC 
6/20/2017 21:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
6/21/2017 0:00,Present weather reported from a manned weather station,Haze
6/21/2017 3:00,Present weather reported from a manned weather station,Haze
6/21/2017 6:00,Present weather reported from a manned weather station,Haze
6/21/2017 9:00,Present weather reported from a manned weather station,Haze
6/21/2017 12:00,Present weather reported from a manned weather station,Haze
6/21/2017 15:00,Present weather reported from a manned weather station,Haze
6/21/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/21/2017 18:00 UTC 
6/21/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/21/2017 21:00 UTC 
6/22/2017 0:00,Present weather reported from a manned weather station,Haze
6/22/2017 3:00,Present weather reported from a manned weather station,Haze
6/22/2017 6:00,Present weather reported from a manned weather station,Haze
6/22/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
6/22/2017 12:00,Present weather reported from a manned weather station,Haze
6/22/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/22/2017 15:00 UTC 
6/22/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 06/22/2017 18:00 UTC 
6/22/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/22/2017 21:00 UTC 
6/23/2017 0:00,Present weather reported from a manned weather station,Haze
6/23/2017 3:00,Present weather reported from a manned weather station,Haze
6/23/2017 6:00,Present weather reported from a manned weather station,Haze
6/23/2017 9:00,Present weather reported from a manned weather station,Haze
6/23/2017 12:00,Present weather reported from a manned weather station,Haze
6/23/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/23/2017 15:00 UTC 
6/23/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/23/2017 18:00 UTC 
6/23/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/23/2017 21:00 UTC 
6/24/2017 0:00,Present weather reported from a manned weather station,Haze
6/24/2017 3:00,Present weather reported from a manned weather station,Haze
6/24/2017 6:00,Present weather reported from a manned weather station,Haze
6/24/2017 9:00,Present weather reported from a manned weather station,Haze
6/24/2017 12:00,Present weather reported from a manned weather station,Haze
6/24/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/24/2017 15:00 UTC 
6/24/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/24/2017 18:00 UTC 
6/24/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/24/2017 21:00 UTC 
6/25/2017 0:00,Present weather reported from a manned weather station,Haze
6/25/2017 3:00,Present weather reported from a manned weather station,Haze
6/25/2017 6:00,Present weather reported from a manned weather station,Haze
6/25/2017 9:00,Present weather reported from a manned weather station,"Thunderstorm, but no precipitation at the time of observation"
6/25/2017 12:00,Present weather reported from a manned weather station,Haze
6/25/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/25/2017 15:00 UTC 
6/25/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/25/2017 18:00 UTC 
6/25/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/25/2017 21:00 UTC 
6/26/2017 0:00,Present weather reported from a manned weather station,Haze
6/26/2017 3:00,Present weather reported from a manned weather station,Haze
6/26/2017 6:00,Present weather reported from a manned weather station,Haze
6/26/2017 9:00,Present weather reported from a manned weather station,Haze
6/26/2017 12:00,Present weather reported from a manned weather station,Haze
6/26/2017 15:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
6/26/2017 18:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
6/26/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/26/2017 21:00 UTC 
6/27/2017 0:00,Present weather reported from a manned weather station,Haze
6/27/2017 3:00,Present weather reported from a manned weather station,Haze
6/27/2017 6:00,Present weather reported from a manned weather station,"Thunderstorm, heavy, without hail, but with rain and/or snow at time of observation"
6/27/2017 9:00,Present weather reported from a manned weather station,Haze
6/27/2017 12:00,Present weather reported from a manned weather station,"Rain, not freezing, intermittent, slight at time of observation"
6/27/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 06/27/2017 15:00 UTC 
